municipio;RP
Jangada (MT);0,761750411
Capivari do Sul (RS);0,761576637
Miraíma (CE);0,761266675
Bom Jesus da Lapa (BA);0,761215503
Bicas (MG);0,761059039
Alto Rio Novo (ES);0,760930664
Bom Jesus do Galho (MG);0,760885348
Santana do Araguaia (PA);0,760600247
Chavantes (SP);0,760561423
Orizânia (MG);0,76053356
Novo Progresso (PA);0,760510653
Soure (PA);0,76043516
Ibicaraí (BA);0,759921545
Ceará-Mirim (RN);0,759825738
Paranacity (PR);0,759748244
São Domingos (SC);0,759551948
Limoeiro do Ajuru (PA);0,759517595
São João da Serra (PI);0,759504051
São Vicente Férrer (PE);0,759392266
Taquarituba (SP);0,759342992
Capitão Poço (PA);0,759035323
Realeza (PR);0,758884874
Santa Cruz do Escalvado (MG);0,758833244
Coivaras (PI);0,758776194
Marialva (PR);0,758533638
Nova Cantu (PR);0,758495311
Campo Florido (MG);0,757928378
Getúlio Vargas (RS);0,757737356
Setubinha (MG);0,757709152
Sebastião Laranjeiras (BA);0,757698237
Alto Alegre dos Parecis (RO);0,757575652
Piquet Carneiro (CE);0,757098916
Cutias (AP);0,757043104
Promissão (SP);0,757029636
Palmas de Monte Alto (BA);0,756911136
Cristina (MG);0,756884383
Rinópolis (SP);0,756844829
Logradouro (PB);0,756818216
Santo Anastácio (SP);0,756728073
Felício dos Santos (MG);0,75662277
Mundo Novo (MS);0,756621056
Cambará do Sul (RS);0,756558125
São Jerônimo da Serra (PR);0,756199032
Couto de Magalhães de Minas (MG);0,755785824
Santo Antônio dos Lopes (MA);0,755518856
Missal (PR);0,755467641
Cosmorama (SP);0,755302226
Rio Formoso (PE);0,755301742
Sebastianópolis do Sul (SP);0,755277476
Engenheiro Coelho (SP);0,755142371
Vila Propício (GO);0,754999153
São Francisco (SE);0,754994676
Monteiro Lobato (SP);0,754925469
Poloni (SP);0,754910874
São Luís do Quitunde (AL);0,754784701
Colares (PA);0,754535413
Conceição do Coité (BA);0,754354806
Foz do Jordão (PR);0,754138493
Jaci (SP);0,754129487
Lençóis Paulista (SP);0,754093134
Paulistana (PI);0,753868233
Barros Cassal (RS);0,75383243
Matriz de Camaragibe (AL);0,753800832
Bom Jesus do Itabapoana (RJ);0,753725269
Andradas (MG);0,753665131
Cachoeira (BA);0,753368533
Aporá (BA);0,752980214
Ferreiros (PE);0,752929396
Águas de Santa Bárbara (SP);0,75288712
São João do Piauí (PI);0,752811883
Gurupi (TO);0,752796326
Guajará-Mirim (RO);0,752396996
Monteirópolis (AL);0,752153516
Canindé de São Francisco (SE);0,751978329
Carnaubeira da Penha (PE);0,751923058
Axixá (MA);0,751914281
Tanhaçu (BA);0,751607465
Inhapim (MG);0,751573457
São Jorge do Ivaí (PR);0,751498583
Salitre (CE);0,751249105
Água Boa (MG);0,751137819
Três Rios (RJ);0,751119072
Ibituruna (MG);0,751038388
Mairinque (SP);0,751014618
Gonçalves Dias (MA);0,750765577
Goiás (GO);0,750606775
Ituverava (SP);0,750561964
Capanema (PR);0,750262207
Paulistas (MG);0,750225576
Torixoréu (MT);0,750211717
Mozarlândia (GO);0,749846062
Santa Fé (PR);0,749459698
Bom Jesus do Norte (ES);0,749274442
Laranjeiras do Sul (PR);0,74927112
Joaquim Távora (PR);0,749225501
Santa Branca (SP);0,74913952
Pocinhos (PB);0,749128799
Divinolândia (SP);0,749103243
Nova Soure (BA);0,748980232
Monte Azul Paulista (SP);0,74889022
Varginha (MG);0,74860128
Condado (PE);0,748589605
Barra dos Coqueiros (SE);0,748475282
Belém de Maria (PE);0,748457252
Tacima (PB);0,748373968
Cabeceiras (GO);0,748248486
Itaverava (MG);0,748220774
Alvorada (TO);0,748179971
Santa Rosa (RS);0,748161277
São Gonçalo do Rio Abaixo (MG);0,74810712
Caculé (BA);0,74799293
Boca do Acre (AM);0,747899086
Luislândia (MG);0,747762926
Serrinha (RN);0,747741801
Jesuítas (PR);0,747374699
Junqueirópolis (SP);0,747344044
Colinas do Tocantins (TO);0,747292301
Primavera (PA);0,746954777
Esplanada (BA);0,746931832
Ipueira (RN);0,746794191
Ipiaú (BA);0,746684115
Lassance (MG);0,746636949
Araruna (PB);0,74659627
Nossa Senhora das Dores (SE);0,746473848
Erebango (RS);0,746427396
Parintins (AM);0,746417069
Gurupá (PA);0,746385649
São Francisco (SP);0,7462999
Bonfinópolis (GO);0,746217961
Vicentina (MS);0,746217961
Alto Paraíso (PR);0,746183067
Bonfim (RR);0,745873415
Santa Rita de Jacutinga (MG);0,745747161
Buritama (SP);0,745685258
São Borja (RS);0,745596309
Arapoema (TO);0,745411239
Santa Ernestina (SP);0,745207345
São José do Calçado (ES);0,74510078
Santa Cruz de Monte Castelo (PR);0,744992644
Saltinho (SP);0,74487253
São Vicente Ferrer (MA);0,744785513
Salto do Jacuí (RS);0,744744771
Barreiras (BA);0,744743061
Novo Acordo (TO);0,744525857
Apuiarés (CE);0,744502821
Couto Magalhães (TO);0,744358265
Alagoinha (PB);0,744330571
Horizonte (CE);0,744282844
Quixeré (CE);0,744226249
Formosa (GO);0,743757569
Catu (BA);0,743499095
Paraguaçu Paulista (SP);0,74327291
União (PI);0,743256971
Fronteira (MG);0,743255964
Martins (RN);0,743233246
Palmeiras (BA);0,743114433
Miguel Calmon (BA);0,742919727
Nova Petrópolis (RS);0,7428323
Alexandria (RN);0,742779169
São José dos Quatro Marcos (MT);0,742640453
Bom Despacho (MG);0,742511174
Osvaldo Cruz (SP);0,742454555
Rio do Fogo (RN);0,742252935
Itauçu (GO);0,742139062
Bom Retiro do Sul (RS);0,741691644
Chuí (RS);0,74155346
Caiuá (SP);0,74142026
Almeirim (PA);0,741341858
Serra Alta (SC);0,741279968
Tamarana (PR);0,741229833
Ascurra (SC);0,740874378
Castelo (ES);0,740727626
Carlos Gomes (RS);0,7406073
Porto União (SC);0,740068186
Nova Mamoré (RO);0,739966938
Cachoeira do Piriá (PA);0,739777276
Nova Tebas (PR);0,739742104
Monte Horebe (PB);0,739582947
Figueirão (MS);0,739560949
Aliança (PE);0,739384731
Cláudia (MT);0,739294851
São João do Cariri (PB);0,739205298
Itumbiara (GO);0,738961048
Darcinópolis (TO);0,738955009
Poço das Antas (RS);0,738901617
Anchieta (SC);0,738738023
Brejo Santo (CE);0,73869381
Rio Piracicaba (MG);0,738633157
Douradoquara (MG);0,738582676
Divinolândia de Minas (MG);0,738561423
Guanhães (MG);0,738402291
Cururupu (MA);0,738401295
Ibitiara (BA);0,738330376
Guiricema (MG);0,738131626
Engenheiro Paulo de Frontin (RJ);0,737945421
Tietê (SP);0,737520043
Jandaia do Sul (PR);0,73749376
Godoy Moreira (PR);0,737373207
Piçarra (PA);0,736913498
Taquarivaí (SP);0,736729775
Sulina (PR);0,736301443
Santo Antônio do Monte (MG);0,736184549
Cachoeira do Sul (RS);0,73600105
Inhumas (GO);0,735868911
Cesário Lange (SP);0,735786043
Boqueirão do Piauí (PI);0,735288958
Alcântaras (CE);0,735200456
Ibatiba (ES);0,735179681
Posse (GO);0,735134518
Quatro Pontes (PR);0,734986619
Feira Nova (SE);0,734781602
Caatiba (BA);0,734758829
Bocaiúva (MG);0,734748065
Nazaré do Piauí (PI);0,734717999
Canarana (MT);0,734649905
Independência (CE);0,734503393
Governador Archer (MA);0,734454273
Córrego Novo (MG);0,734167236
Riacho de Santana (BA);0,734023802
Erval Seco (RS);0,733950891
Presidente Nereu (SC);0,733848172
Palmácia (CE);0,733665462
São Rafael (RN);0,733595974
Casa Branca (SP);0,733565953
Catanduva (SP);0,733526851
Cajazeiras do Piauí (PI);0,733458581
Brejinho (RN);0,733445223
Capetinga (MG);0,733384065
Seringueiras (RO);0,733115703
Arroio do Sal (RS);0,733038463
Redenção da Serra (SP);0,732696941
Conceição da Aparecida (MG);0,732680638
Adamantina (SP);0,732643321
Barra de Santo Antônio (AL);0,732597065
Itaú de Minas (MG);0,732587396
Ventania (PR);0,732574683
Motuca (SP);0,732529283
Presidente Alves (SP);0,732430247
Conceição de Macabu (RJ);0,732114741
Itaporanga (SP);0,731300413
Aroeiras (PB);0,731223502
Baliza (GO);0,730661812
Cametá (PA);0,730506905
Vicência (PE);0,730295722
Muniz Freire (ES);0,730203793
Wanderlândia (TO);0,73019009
Japira (PR);0,730180407
Jurema (PE);0,72997138
Mato Leitão (RS);0,729785501
Santa Inês (BA);0,729534142
Janduís (RN);0,729371791
Confresa (MT);0,729353025
Nova Olinda (CE);0,729208902
Petrolândia (SC);0,729138693
Goianá (MG);0,729095269
Formosa da Serra Negra (MA);0,729029433
Jardinópolis (SP);0,729027644
Tarrafas (CE);0,728901593
Lagoa Santa (GO);0,728885458
Serrana (SP);0,728749892
Damião (PB);0,72871477
Lagoa dos Três Cantos (RS);0,728675767
Jóia (RS);0,728648719
Flexeiras (AL);0,728594954
Anitápolis (SC);0,728445922
Perobal (PR);0,728141938
Encantado (RS);0,728028393
Rio do Prado (MG);0,727995104
Carmo da Mata (MG);0,727904261
Tanguá (RJ);0,727885036
Cambará (PR);0,727461935
Tamandaré (PE);0,727436617
Candói (PR);0,727400718
Porto Real do Colégio (AL);0,727330802
Antônio Cardoso (BA);0,727185204
Anguera (BA);0,727112415
Gravatá (PE);0,727030583
Rubinéia (SP);0,726888772
Nazarezinho (PB);0,726726696
Araguaçu (TO);0,726674813
Tuntum (MA);0,726653622
Jucurutu (RN);0,725997444
Carneirinho (MG);0,725829739
Sucupira do Norte (MA);0,725705453
Coqueiros do Sul (RS);0,725533881
Nova Olinda do Maranhão (MA);0,7254992
Triunfo (PB);0,725483697
Nova Europa (SP);0,725414947
Alexânia (GO);0,725251106
Agronômica (SC);0,725073505
Urupês (SP);0,724872628
Cacimbas (PB);0,724714439
Tamboril (CE);0,724699837
Caçapava do Sul (RS);0,72445812
Felipe Guerra (RN);0,72440963
Itapipoca (CE);0,724380057
Delfinópolis (MG);0,724282702
Macaúbas (BA);0,72409982
Arapoti (PR);0,723856939
Vale Verde (RS);0,723679133
São Bernardino (SC);0,723499381
Palminópolis (GO);0,723491213
Piedade dos Gerais (MG);0,723342694
Pedregulho (SP);0,723290685
Montanhas (RN);0,72300461
Sigefredo Pacheco (PI);0,722914144
Taparuba (MG);0,722895699
Humaitá (AM);0,722759943
Cruzeiro do Oeste (PR);0,722737752
Serra do Navio (AP);0,722698328
Jaicós (PI);0,722564319
Neves Paulista (SP);0,722510183
Palestina (AL);0,722284761
Aporé (GO);0,722284761
Ribas do Rio Pardo (MS);0,722116111
Caravelas (BA);0,722038137
Vitorino (PR);0,721989107
Cajueiro (AL);0,721842537
Maturéia (PB);0,721841718
São Francisco de Sales (MG);0,721743262
Maracanã (PA);0,721700725
Conceição (PB);0,721301217
Olhos-d'Água (MG);0,721215354
São Sebastião do Umbuzeiro (PB);0,720957152
Ipaussu (SP);0,720406955
Santana do Seridó (RN);0,720279058
Uruçuí (PI);0,720243023
Santa Bárbara d'Oeste (SP);0,720204416
Capinópolis (MG);0,720140158
Monte Castelo (SP);0,719908185
Itainópolis (PI);0,719878532
Taguaí (SP);0,719737712
Minas Novas (MG);0,719577148
Timburi (SP);0,71956732
Correia Pinto (SC);0,719369054
Dias d'Ávila (BA);0,719275406
Santa Fé de Minas (MG);0,719158707
São João do Itaperiú (SC);0,718868658
Saudade do Iguaçu (PR);0,718781937
Cachoeira Alta (GO);0,71867148
Cássia (MG);0,718546657
Farroupilha (RS);0,71833197
Chorrochó (BA);0,718274969
Santa Tereza de Goiás (GO);0,717892044
Dom Pedro (MA);0,717829762
Sobrado (PB);0,717586966
Carmópolis de Minas (MG);0,717528885
Nova Bassano (RS);0,717504098
Macatuba (SP);0,717415188
Sabinópolis (MG);0,717411313
Paripiranga (BA);0,717223217
Alegria (RS);0,716873787
São Braz do Piauí (PI);0,716815418
Carauari (AM);0,716746665
São Miguel do Guamá (PA);0,716692352
Pirajuba (MG);0,716664965
São José do Ouro (RS);0,716548941
Matinha (MA);0,716541092
Cáceres (MT);0,716435429
Santana (BA);0,716224551
Santa Fé de Goiás (GO);0,716224551
Itupiranga (PA);0,716105961
Iacri (SP);0,716085479
Calçoene (AP);0,716041358
Riacho de Santana (RN);0,71602208
Pedras Grandes (SC);0,716007623
Itatuba (PB);0,715706416
Salto do Itararé (PR);0,715501967
Paula Freitas (PR);0,715249408
Pirajuí (SP);0,71515109
Pedra Bonita (MG);0,715110983
Orindiúva (SP);0,714789316
Capitão Leônidas Marques (PR);0,714720425
Rio Paranaíba (MG);0,714615714
Cunha (SP);0,714078083
Pedra do Anta (MG);0,713989278
Tijucas do Sul (PR);0,71391837
Belém do Brejo do Cruz (PB);0,713903846
Munhoz (MG);0,713869498
Ipupiara (BA);0,713845546
Bom Sucesso (MG);0,713791538
Fernão (SP);0,713773702
Chapadão do Sul (MS);0,713724352
Santa Fé do Araguaia (TO);0,713717179
Barra da Estiva (BA);0,713687508
Primavera de Rondônia (RO);0,713641104
Porto Xavier (RS);0,713630057
Bambuí (MG);0,713557173
Riachinho (MG);0,713521123
Ruy Barbosa (BA);0,71347806
São João do Paraíso (MG);0,713287532
Monte Carlo (SC);0,713069088
Itiúba (BA);0,712882629
Breves (PA);0,712732749
Carandaí (MG);0,712677459
Osório (RS);0,712543102
Francisco Dumont (MG);0,712482972
Marmelópolis (MG);0,712371646
Novo Santo Antônio (MT);0,712306177
Nazareno (MG);0,712265194
Gado Bravo (PB);0,712265194
Novo Mundo (MT);0,712209781
Aurora (CE);0,712062344
Quatá (SP);0,711968759
Lucianópolis (SP);0,711882227
Engenheiro Beltrão (PR);0,711825066
Itabi (SE);0,711732199
Cerro Azul (PR);0,711688086
Gouvelândia (GO);0,711590339
Santana do Garambéu (MG);0,711149358
Centro Novo do Maranhão (MA);0,711059495
Treze Tílias (SC);0,711023464
Divisópolis (MG);0,7109482
Boqueirão (PB);0,710053777
Jacuípe (AL);0,709887042
Venturosa (PE);0,709653856
Pacoti (CE);0,709489346
Itacuruba (PE);0,709489346
Uruará (PA);0,709424192
Major Gercino (SC);0,709268596
Nova Olímpia (PR);0,709246079
Rio dos Bois (TO);0,709230219
Viseu (PA);0,709187137
Alfredo Wagner (SC);0,70888011
Ilha de Itamaracá (PE);0,708737646
Ervália (MG);0,708613649
Itatinga (SP);0,708373212
Jacutinga (MG);0,70784939
Lagoa dos Gatos (PE);0,707775604
Pedrinhas (SE);0,707762628
Taiobeiras (MG);0,707621704
Formiga (MG);0,70761811
Lidianópolis (PR);0,707507532
Paraibuna (SP);0,7072806
Babaçulândia (TO);0,707148391
São João da Boa Vista (SP);0,70702081
Peixe (TO);0,706824097
Nova Canaã do Norte (MT);0,706762172
Mambaí (GO);0,706694705
São João del Rei (MG);0,706501195
Ingá (PB);0,706281164
Ponta de Pedras (PA);0,7062804
Candeal (BA);0,706111695
Cruzeiro do Sul (RS);0,706003062
Vitória Brasil (SP);0,705930035
Novo Horizonte do Norte (MT);0,705887877
Itapirapuã Paulista (SP);0,705864458
Prado Ferreira (PR);0,705663574
Itanhangá (MT);0,705536759
Araranguá (SC);0,70551387
Guaraí (TO);0,705422848
Rincão (SP);0,705278264
Tufilândia (MA);0,705237821
Grajaú (MA);0,705177012
Indaiabira (MG);0,705129106
Brasnorte (MT);0,705066512
Santa Cruz das Palmeiras (SP);0,704941968
Carazinho (RS);0,704897479
Ibiara (PB);0,704701458
Ourém (PA);0,704562061
Camaquã (RS);0,704481857
Salgado Filho (PR);0,704440219
Mascote (BA);0,704408095
Florânia (RN);0,703852955
Livramento de Nossa Senhora (BA);0,703849372
Marcelândia (MT);0,70382389
São Sebastião da Grama (SP);0,703509549
Batalha (AL);0,703234728
Vereda (BA);0,703225322
Várzea da Palma (MG);0,703076524
Coronel Pacheco (MG);0,703067466
Maracás (BA);0,703067466
Itapagipe (MG);0,703063
Pedro Régis (PB);0,702844805
Pontes e Lacerda (MT);0,702792447
Cruz Machado (PR);0,702784321
Teixeiras (MG);0,702715763
Cuitegi (PB);0,702531501
Descoberto (MG);0,702434764
Campo Alegre (SC);0,70239502
Correntina (BA);0,702341334
Olho d'Água Grande (AL);0,701952046
Novorizonte (MG);0,701883794
Aiuaba (CE);0,701777505
Moiporá (GO);0,701489169
Cerejeiras (RO);0,701363036
Guaraciaba (MG);0,70119633
Aracitaba (MG);0,700486553
Barra Longa (MG);0,700348378
Coronel Murta (MG);0,700144852
Aquidauana (MS);0,699923981
Alpestre (RS);0,699919165
Iúna (ES);0,699885555
Monsenhor Gil (PI);0,699803485
São Miguel do Passa Quatro (GO);0,699794263
Guaíra (PR);0,699697036
Salto Grande (SP);0,699689769
Vargem Alta (ES);0,69915328
Sengés (PR);0,699095553
Abelardo Luz (SC);0,69904608
Xambrê (PR);0,698965703
Pedra Azul (MG);0,698676972
Campos Gerais (MG);0,69859085
Paratinga (BA);0,698477854
Tangará da Serra (MT);0,698063817
Caiçara do Norte (RN);0,69765137
Lagoinha (SP);0,697624976
Braga (RS);0,697548736
Araújos (MG);0,697534693
Bocaina (SP);0,697390407
Estiva (MG);0,697337598
Miracema (RJ);0,697269058
América Dourada (BA);0,697209092
Mazagão (AP);0,697030242
Cacique Doble (RS);0,697004306
Mata Roma (MA);0,696578217
Flor da Serra do Sul (PR);0,696483125
Capela (AL);0,696462532
Ipirá (BA);0,696204197
Brejo de Areia (MA);0,696096946
Conquista D'Oeste (MT);0,696092074
Quatipuru (PA);0,696006339
Coxim (MS);0,69589582
Moraújo (CE);0,695564307
Poço de José de Moura (PB);0,695497918
Caiapônia (GO);0,695353696
Marianópolis do Tocantins (TO);0,695191944
Feira Grande (AL);0,695150864
Belo Oriente (MG);0,695108606
Marcelino Vieira (RN);0,695022808
Boa Esperança (ES);0,6948908
Centralina (MG);0,69482272
Mirante da Serra (RO);0,694815554
Botelhos (MG);0,694656483
Orocó (PE);0,694635569
Porto de Moz (PA);0,694616931
Nossa Senhora de Nazaré (PI);0,69442559
Coxixola (PB);0,694319343
Massapê (CE);0,694300925
Reriutaba (CE);0,694274563
Santa Luzia D'Oeste (RO);0,694188322
Estância (SE);0,694084625
Faxinal dos Guedes (SC);0,694021565
Bom Jesus do Tocantins (PA);0,69400313
Carnaíba (PE);0,6928595
Bom Sucesso (PR);0,692778991
Vargem Grande do Rio Pardo (MG);0,692491004
Cristália (MG);0,692448301
Serra Redonda (PB);0,692448301
Novo Repartimento (PA);0,692316367
Ubaí (MG);0,692279321
Marechal Deodoro (AL);0,692272154
Nova Olinda (TO);0,69224315
São Carlos do Ivaí (PR);0,692147948
Pinhão (PR);0,692135511
Rio Bananal (ES);0,692114698
Jaqueira (PE);0,692110423
Mata Grande (AL);0,6918528
São Luís Gonzaga do Maranhão (MA);0,691809849
Vitor Meireles (SC);0,691785142
Camacan (BA);0,691767038
Aruanã (GO);0,691709372
Regente Feijó (SP);0,69152759
Baraúna (PB);0,691461582
Passa Quatro (MG);0,691106187
Recursolândia (TO);0,691031424
Ingazeira (PE);0,691026244
Erechim (RS);0,690897174
Pequi (MG);0,69087699
Mari (PB);0,690756083
Lavras da Mangabeira (CE);0,690739774
Tapira (PR);0,690717826
Vilhena (RO);0,690714146
Sobrália (MG);0,690291561
Pio IX (PI);0,690274765
Inhaúma (MG);0,690157211
Palmeirópolis (TO);0,689959317
Nova Santa Rosa (PR);0,689880772
Cariús (CE);0,689724553
Araguaiana (MT);0,689672252
Caapiranga (AM);0,689525246
Lagoinha do Piauí (PI);0,689452729
Pirapora do Bom Jesus (SP);0,689405815
Rurópolis (PA);0,68923749
Altônia (PR);0,689236609
Crixás do Tocantins (TO);0,689218222
Urutaí (GO);0,689121231
Mariópolis (PR);0,689110041
Carapebus (RJ);0,688994239
Novais (SP);0,688905793
Bueno Brandão (MG);0,6886813
Barbosa (SP);0,688607213
Pracuúba (AP);0,688221456
Afogados da Ingazeira (PE);0,688173459
Guararapes (SP);0,688097018
Cabeceira Grande (MG);0,687970203
São José dos Ramos (PB);0,687931275
Francisco Badaró (MG);0,687721142
Augusto Corrêa (PA);0,687586909
Custódia (PE);0,687545406
Nísia Floresta (RN);0,687233121
Parari (PB);0,68721468
Água Doce do Norte (ES);0,687100544
Iepê (SP);0,687047171
Maçambará (RS);0,686881889
Miraguaí (RS);0,686571574
Jandaia (GO);0,686525963
Novo Machado (RS);0,686416522
Nova Santa Bárbara (PR);0,686088407
Formosa do Oeste (PR);0,685607386
Arealva (SP);0,685403361
Teodoro Sampaio (SP);0,68539493
Santa Rosa de Viterbo (SP);0,685214391
São Gotardo (MG);0,685174898
Maribondo (AL);0,685111833
Barão de Grajaú (MA);0,684897901
Conceição do Canindé (PI);0,684746408
União Paulista (SP);0,684703692
Montes Claros de Goiás (GO);0,684613463
Milagres (CE);0,684561342
Jaboti (PR);0,684519295
Pinheiro (MA);0,684445389
Ribeirão Branco (SP);0,684426588
Upanema (RN);0,684040328
Atalaia do Norte (AM);0,683637507
Santana do Acaraú (CE);0,683637507
Lábrea (AM);0,683637507
Nova Nazaré (MT);0,683474737
Marechal Cândido Rondon (PR);0,683466096
Pilões (RN);0,683406938
Guaranésia (MG);0,683369764
Pedras de Fogo (PB);0,68313046
Madre de Deus de Minas (MG);0,683110721
Vale do Anari (RO);0,682979151
Rio Acima (MG);0,682937947
Águas Belas (PE);0,682781891
Ribamar Fiquene (MA);0,682716163
Pedra Bela (SP);0,682438509
Pindaré-Mirim (MA);0,682332399
Avanhandava (SP);0,682150415
Feliz Deserto (AL);0,681739952
Água Limpa (GO);0,681613823
Nova Venécia (ES);0,681422112
Pedro Leopoldo (MG);0,681316111
Santa Rita do Itueto (MG);0,681114643
Lagoa do Carro (PE);0,680843038
Batalha (PI);0,680570236
Santa Helena (MA);0,680536868
Santa Cruz do Arari (PA);0,680423631
Baependi (MG);0,680361884
Mendes (RJ);0,68018065
Granjeiro (CE);0,68017766
Santa Maria do Oeste (PR);0,679921338
Campina Verde (MG);0,679708992
Godofredo Viana (MA);0,679677699
Nova Londrina (PR);0,679458341
Rio Claro (RJ);0,679276622
Santa Mônica (PR);0,679257827
Ipixuna do Pará (PA);0,679242067
Várzea da Roça (BA);0,679104693
Uibaí (BA);0,678853266
Itaueira (PI);0,678836217
Timbaúba (PE);0,678770996
Mara Rosa (GO);0,67859009
Bias Fortes (MG);0,678247328
Aguanil (MG);0,678224266
Teofilândia (BA);0,677794176
Paulista (PB);0,677773961
Natividade (RJ);0,677719059
Guaraci (SP);0,67706534
Pedra Grande (RN);0,676740667
Rodolfo Fernandes (RN);0,67670766
Cachoeira de Pajeú (MG);0,676545988
Chapada Gaúcha (MG);0,676527235
São Gonçalo do Abaeté (MG);0,675433857
Bonito de Santa Fé (PB);0,675302091
Boa Vista (PB);0,675222023
Angico (TO);0,675199005
Floresta (PE);0,675164912
São José do Mantimento (MG);0,674697823
Maracaçumé (MA);0,674667371
Mário Campos (MG);0,674371854
Meruoca (CE);0,674007857
Campo Grande (AL);0,673940819
Quevedos (RS);0,673547923
Glória do Goitá (PE);0,67320136
Santo Antônio do Descoberto (GO);0,673074001
Pereira Barreto (SP);0,672770806
São Lourenço da Serra (SP);0,672617272
Laranjeiras (SE);0,672616615
José Raydan (MG);0,672585261
Restinga Sêca (RS);0,672540239
Barreiras do Piauí (PI);0,672536776
São Raimundo do Doca Bezerra (MA);0,672445212
Altaneira (CE);0,672246909
Espírito Santo do Pinhal (SP);0,672193756
Gravatal (SC);0,672174828
Barra de São Miguel (PB);0,671888573
Cantagalo (PR);0,671850654
Aimorés (MG);0,671584774
Itajá (RN);0,671543536
Ciríaco (RS);0,671526792
Santo Antônio dos Milagres (PI);0,671326916
Ribeiro Gonçalves (PI);0,671160347
Duartina (SP);0,671160347
Sacramento (MG);0,671128505
Itaguaçu (ES);0,671010161
Banzaê (BA);0,670745698
Humberto de Campos (MA);0,670699508
Caracol (MS);0,670605498
Nioaque (MS);0,670580134
Ananás (TO);0,670527558
Sertão (RS);0,670436061
Montividiu do Norte (GO);0,670250586
Pacujá (CE);0,669964757
Afonso Bezerra (RN);0,669887809
Comendador Gomes (MG);0,669831629
Brejetuba (ES);0,669712046
Perdizes (MG);0,669487235
Rio das Flores (RJ);0,669474591
São Domingos (GO);0,669452258
Tejuçuoca (CE);0,669370151
Cambira (PR);0,669364948
Iracema (CE);0,669355387
Dois Irmãos do Buriti (MS);0,669348868
Itirapina (SP);0,669243356
Bandeirantes do Tocantins (TO);0,669089894
Luiziana (PR);0,668871346
Pereiro (CE);0,668844906
Pouso Alto (MG);0,668644543
Rosário do Sul (RS);0,668426899
Irará (BA);0,668376762
Mariana Pimentel (RS);0,668362154
Veríssimo (MG);0,668305268
Rondon (PR);0,668231803
Jampruca (MG);0,668201558
Ouro Fino (MG);0,66819421
Baía da Traição (PB);0,668184513
Penaforte (CE);0,668131463
Erval Grande (RS);0,667898591
Fernando Falcão (MA);0,667793062
Lajes (RN);0,667492409
Juru (PB);0,6674609
Humaitá (RS);0,667353469
Abre Campo (MG);0,666849683
Constantina (RS);0,666653542
Rosário Oeste (MT);0,666560948
Itapicuru (BA);0,666287068
Triunfo (PE);0,666017744
Fernandes Tourinho (MG);0,665988923
Alcantil (PB);0,665988923
Natércia (MG);0,665930844
São José do Herval (RS);0,66584568
Pato Branco (PR);0,665607867
Estiva Gerbi (SP);0,665267965
Bom Conselho (PE);0,665232357
Rio Branco do Ivaí (PR);0,665146262
Caiçara (PB);0,664998496
São Vicente do Seridó (PB);0,664538704
Nova Olinda do Norte (AM);0,664526881
Lagoa Real (BA);0,664420047
Itarumã (GO);0,664252277
Sapucaia (PA);0,664228609
Catolândia (BA);0,66382914
São Miguel do Aleixo (SE);0,66382914
Juruti (PA);0,66373878
São Francisco do Guaporé (RO);0,663572499
Manhumirim (MG);0,663539301
Rodelas (BA);0,663442744
Rolante (RS);0,663420777
Pirapetinga (MG);0,663116656
Santa Maria de Jetibá (ES);0,663088647
Muquém do São Francisco (BA);0,662950976
Iguaracy (PE);0,662877285
Mulungu (PB);0,662679675
Lagoa dos Patos (MG);0,662589809
Piquete (SP);0,662455144
Calçado (PE);0,662160209
Planalto (BA);0,662147488
Presidente Castelo Branco (PR);0,662037337
São Jorge do Patrocínio (PR);0,662037337
Martinópolis (SP);0,661697692
Vila Nova do Piauí (PI);0,66162601
Santa Maria do Tocantins (TO);0,661572342
Belém (AL);0,661558998
Bujaru (PA);0,661361741
Cruz Alta (RS);0,660667018
Altair (SP);0,660559046
Conceição do Araguaia (PA);0,660416479
Tarauacá (AC);0,660407641
Inhuma (PI);0,660397123
Verdelândia (MG);0,66029118
Torre de Pedra (SP);0,66024815
Buritirana (MA);0,660113984
São João da Ponte (MG);0,659768759
Feira da Mata (BA);0,659720514
Bom Jardim de Minas (MG);0,65970062
Argirita (MG);0,659603376
Marques de Souza (RS);0,659437187
Poção (PE);0,659352099
Pirangi (SP);0,659300389
Lagoa do Barro do Piauí (PI);0,659207218
Grão-Pará (SC);0,659077963
Jaciara (MT);0,659026174
Goianápolis (GO);0,658894989
Serra Caiada (RN);0,658756478
Lagoa de Dentro (PB);0,658675427
Santa Rosa de Goiás (GO);0,658667769
Cotiporã (RS);0,658574354
Manoel Ribas (PR);0,658121121
Barra Bonita (SC);0,658021594
Mata Verde (MG);0,657866054
Guadalupe (PI);0,657676589
Jacutinga (RS);0,657627333
Lambari (MG);0,657600074
Bento Gonçalves (RS);0,657466311
Jaíba (MG);0,656871084
Serraria (PB);0,656767824
São Miguel do Tocantins (TO);0,656763909
Cana Verde (MG);0,656600629
Bom Jesus do Oeste (SC);0,656285755
Pedro do Rosário (MA);0,65613178
Cardeal da Silva (BA);0,656055002
Nova Colinas (MA);0,655793677
Cedral (SP);0,655735041
Nicolau Vergueiro (RS);0,655506461
Joaquim Nabuco (PE);0,655378017
Pracinha (SP);0,654997922
São Domingos do Maranhão (MA);0,654913242
